"row","math_score","WEALTH","ST28Q01"
"7859",571.231376315789,3.36,"11-25 books "
"7860",402.579105263158,0.0900000000000001,"26-100 books "
"7861",476.832347368421,1.44,"26-100 books "
"7862",330.556078947368,-2.34,"11-25 books "
"7863",549.757292105263,2.15,"101-200 books "
"7864",459.970402631579,2.56,"0-10 books "
"7865",475.381063157895,2.83,"26-100 books "
"7866",605.611215789474,3.77,"26-100 books "
"7867",373.065568421053,2.17,"11-25 books "
"7868",545.095978947368,2.31,"0-10 books "
"7869",433.371731578947,2.22,"101-200 books "
"7870",339.649157894737,0.75,"0-10 books "
"7871",409.765821052632,3.11,"11-25 books "
"7872",407.621697368421,0.79,"0-10 books "
"7873",432.186934210526,-0.97,"0-10 books "
"7874",515.303657894737,-0.5,"0-10 books "
"7875",682.53335,3,"201-500 books "
"7876",361.377410526316,1.77,"11-25 books "
"7877",574.568510526316,1.18,"26-100 books "
"7878",564.188142105263,1.18,"26-100 books "
"7879",577.360386842105,2.78,"101-200 books "
"7880",581.287871052632,2.31,"11-25 books "
"7881",504.878202631579,2.31,"101-200 books "
"7882",566.369168421053,1.81,"26-100 books "
"7883",639.175226315789,1.88,"201-500 books "
"7884",561.404457894737,1.35,"201-500 books "
"7885",427.681394736842,0.8,"0-10 books "
"7886",409.757636842105,0.21,"26-100 books "
"7887",329.440973684211,1.58,"11-25 books "
"7888",513.479310526316,1.4,"11-25 books "
"7889",370.691865789474,1.34,"0-10 books "
"7890",435.478965789474,1.65,"11-25 books "
"7891",524.199955263158,1.77,"26-100 books "
"7892",310.315997368421,0.83,"11-25 books "
"7893",318.257057894737,0.0600000000000001,"0-10 books "
"7894",361.816073684211,2.51,"More than 500 books"
"7895",319.921534210526,1.64,"11-25 books "
"7896",326.038247368421,-0.31,"26-100 books "
"7897",466.185510526316,2.96,"201-500 books "
"7898",611.219568421053,1.12,"0-10 books "
"7899",402.599602631579,1.73,"101-200 books "
"7900",561.720134210526,3.8,"More than 500 books"
"7901",268.815031578947,1.07,"11-25 books "
"7902",369.170886842105,0.73,"11-25 books "
"7903",370.277786842105,0.18,"0-10 books "
"7904",448.893089473684,2.16,"26-100 books "
"7905",618.180815789474,2.44,"26-100 books "
"7906",452.697578947368,-0.21,"26-100 books "
"7907",556.816931578947,2.99,"201-500 books "
"7908",348.734013157895,1.09,"0-10 books "
"7909",586.50675,1.89,"More than 500 books"
"7910",392.977668421053,2.44,"101-200 books "
"7911",542.832952631579,2.51,"26-100 books "
"7912",488.959171052632,1.97,"26-100 books "
"7913",379.153581578947,1.12,"11-25 books "
"7914",541.894123684211,1.32,"26-100 books "
"7915",424.659936842105,2.04,"11-25 books "
"7916",510.002786842105,2.59,"26-100 books "
"7917",352.727102631579,1.34,"0-10 books "
"7918",565.606628947368,1.5,"26-100 books "
"7919",472.363705263158,1.35,"0-10 books "
"7920",556.644742105263,0.99,"26-100 books "
"7921",665.35162368421,1.42,"More than 500 books"
"7922",331.900768421053,0.38,"26-100 books "
"7923",513.840078947368,2.44,"201-500 books "
"7924",374.889918421053,1.95,"26-100 books "
"7925",583.911660526316,3.99,"26-100 books "
"7926",349.234178947368,0.41,"11-25 books "
"7927",565.897702631579,1.18,"26-100 books "
"7928",546.55955,1.18,"101-200 books "
"7929",526.659757894737,1.09,"26-100 books "
"7930",348.775015789474,0.19,"11-25 books "
"7931",262.579434210526,0.18,"More than 500 books"
"7932",612.281381578947,5.02,"More than 500 books"
"7933",324.574655263158,-3.19,"0-10 books "
"7934",445.818342105263,1.26,"11-25 books "
"7935",381.760965789474,3.42,"More than 500 books"
"7936",481.1452,1.59,"11-25 books "
"7937",428.599713157895,1.39,"11-25 books "
"7938",348.643821052632,1.51,"201-500 books "
"7939",466.521673684211,1.11,"11-25 books "
"7940",548.014939473684,3.78,"26-100 books "
"7941",318.626036842105,0.26,"26-100 books "
"7942",433.322531578947,0.29,"26-100 books "
"7943",383.540236842105,1.42,"0-10 books "
"7944",605.967894736842,1.83,"26-100 books "
"7945",338.808723684211,2.15,"0-10 books "
"7946",572.723657894737,1.16,"More than 500 books"
"7947",498.720489473684,1.05,"0-10 books "
"7948",571.424068421053,4.91,"201-500 books "
"7949",474.413536842105,2.91,"0-10 books "
"7950",408.704007894737,-0.54,"11-25 books "
"7951",606.980515789474,3.11,"201-500 books "
"7952",488.245836842105,3.78,"201-500 books "
"7953",467.464597368421,1.2,"201-500 books "
"7954",470.498357894737,1.18,"More than 500 books"
"7955",376.390410526316,3.42,"0-10 books "
"7956",455.304973684211,1.77,"0-10 books "
"7957",506.308976315789,3.55,"201-500 books "
"7958",431.772860526316,3.77,"More than 500 books"
"7959",324.152394736842,1.89,"More than 500 books"
"7960",538.499613157895,0.91,"11-25 books "
"7961",341.256221052632,2.51,"More than 500 books"
"7962",157.123584210526,0.4,"11-25 books "
"7963",423.204542105263,1.27,"0-10 books "
"7964",577.57767368421,3.22,"11-25 books "
"7965",410.245486842105,1.86,"11-25 books "
"7966",371.368307894737,4.9,"26-100 books "
"7967",481.665863157895,2.65,"0-10 books "
"7968",489.451134210526,1.1,"26-100 books "
"7969",541.996613157895,2.8,"201-500 books "
"7970",536.170992105263,1.4,"26-100 books "
"7971",371.159221052632,3.38,"11-25 books "
"7972",390.903239473684,1.65,"11-25 books "
"7973",309.897834210526,0.43,"11-25 books "
"7974",477.365307894737,3.9,"201-500 books "
"7975",348.570042105263,1.97,"More than 500 books"
"7976",519.436131578947,0.53,"11-25 books "
"7977",332.724805263158,1.19,"26-100 books "
"7978",715.273328947368,1.68,"201-500 books "
"7979",567.426878947368,1.75,"More than 500 books"
"7980",614.913371052632,0.4,"11-25 books "
"7981",454.956502631579,0.36,"26-100 books "
"7982",368.912602631579,3.73,"0-10 books "
"7983",481.350184210526,3.29,"More than 500 books"
"7984",401.340994736842,2.05,"26-100 books "
"7985",266.014960526316,2.05,"11-25 books "
"7986",667.339968421053,1.44,"26-100 books "
"7987",470.727939473684,1.48,"101-200 books "
"7988",611.621336842105,1.65,"26-100 books "
"7989",458.465813157895,2.63,"101-200 books "
"7990",360.807552631579,-0.48,"0-10 books "
"7991",554.562107894737,3.77,"More than 500 books"
"7992",523.851476315789,2.61,"26-100 books "
"7993",699.706871052632,0.96,"101-200 books "
"7994",392.735786842105,2.78,"101-200 books "
"7995",484.929194736842,2.43,"101-200 books "
"7996",680.967276315789,1.71,"26-100 books "
"7997",465.586955263158,1.89,"101-200 books "
"7998",452.685278947368,2.72,"0-10 books "
"7999",397.163436842105,1.47,"0-10 books "
"8000",515.533239473684,2.78,"26-100 books "
"8001",462.217015789474,3.18,"More than 500 books"
"8002",394.970110526316,1.19,"26-100 books "
"8003",516.73855,3.2,"11-25 books "
"8004",569.841597368421,-0.33,"0-10 books "
"8005",382.6793,0.97,"0-10 books "
"8006",418.141468421053,2.67,"11-25 books "
"8007",530.882421052632,2.14,"101-200 books "
"8008",338.853821052632,2.16,"11-25 books "
"8009",561.810344736842,1.61,"26-100 books "
"8010",392.6292,5,"0-10 books "
"8011",648.288797368421,2.43,"0-10 books "
"8012",488.733702631579,2.46,"26-100 books "
"8013",351.214321052632,-0.0800000000000001,"0-10 books "
"8014",675.527010526316,2.43,"11-25 books "
"8015",471.076415789474,0.76,"201-500 books "
"8016",612.0723,2.16,"101-200 books "
"8017",365.169613157895,0.53,"0-10 books "
"8018",391.018034210526,0.65,"0-10 books "
"8019",245.098423684211,0.67,"0-10 books "
"8020",331.486707894737,1.14,"11-25 books "
"8021",526.454778947368,2.79,"26-100 books "
"8022",600.392344736842,3.18,"26-100 books "
"8023",471.797963157895,1.58,"11-25 books "
"8024",546.850631578947,1.87,"11-25 books "
"8025",492.484897368421,2.15,"26-100 books "
"8026",399.344463157895,2.16,"26-100 books "
"8027",618.861352631579,2.31,"101-200 books "
"8028",466.456092105263,1.54,"11-25 books "
"8029",439.672931578947,2.16,"26-100 books "
"8030",454.284152631579,1.58,"More than 500 books"
"8031",619.554202631579,2.05,"11-25 books "
"8032",636.949105263158,2.15,"101-200 books "
"8033",413.8655,1.52,"11-25 books "
"8034",490.21777368421,1.89,"11-25 books "
"8035",669.98425,2.31,"101-200 books "
"8036",535.789718421053,1.95,"101-200 books "
"8037",441.612073684211,2.42,"201-500 books "
"8038",441.472686842105,1.52,"101-200 books "
"8039",483.473802631579,1.04,"11-25 books "
"8040",425.541363157895,1.11,"26-100 books "
"8041",450.856831578947,2.12,"11-25 books "
"8042",595.161157894737,2.4,"26-100 books "
"8043",382.519415789474,1.05,"11-25 books "
"8044",279.80625,-0.95,"0-10 books "
"8045",432.740381578947,2.1,"11-25 books "
"8046",651.925202631579,1.64,"11-25 books "
"8047",331.089039473684,0.85,"0-10 books "
"8048",486.892944736842,3.78,"11-25 books "
"8049",718.425984210526,1.7,"201-500 books "
"8050",467.997563157895,1.53,"26-100 books "
"8051",503.615497368421,2.31,"26-100 books "
"8052",428.411131578947,1.89,"11-25 books "
"8053",684.189610526316,1.39,"More than 500 books"
"8054",480.353971052632,3.44,"201-500 books "
"8055",413.406334210526,1.61,"201-500 books "
"8056",564.536615789474,2.77,"More than 500 books"
"8057",666.233057894737,1.8,"26-100 books "
"8058",546.116789473684,2.73,"11-25 books "
"8059",563.700273684211,2.22,"26-100 books "
"8060",330.420784210526,0.65,"0-10 books "
"8061",514.180355263158,2.37,"101-200 books "
"8062",425.791434210526,2.31,"0-10 books "
"8063",298.890215789474,2.17,"0-10 books "
"8064",442.497605263158,1.32,"11-25 books "
"8065",494.501928947368,-2.04,"0-10 books "
"8066",511.306478947368,2.31,"11-25 books "
"8067",326.981157894737,1.86,"0-10 books "
"8068",409.712526315789,3.85,"101-200 books "
"8069",549.966378947368,2.13,"11-25 books "
"8070",387.160231578947,-0.93,"0-10 books "
"8071",318.48665,2.67,"11-25 books "
"8072",423.24965,1.2,"26-100 books "
"8073",223.337378947368,0.63,"11-25 books "
"8074",356.310207894737,2.94,"11-25 books "
"8075",488.536907894737,2.56,"101-200 books "
"8076",450.705147368421,1.28,"11-25 books "
"8077",528.447213157895,2.23,"101-200 books "
"8078",490.570344736842,0.42,"201-500 books "
"8079",501.979728947368,2.08,"26-100 books "
"8080",606.295863157895,1.89,"26-100 books "
"8081",487.753878947368,2.68,"26-100 books "
"8082",485.031681578947,1.28,"26-100 books "
"8083",441.411184210526,2.76,"26-100 books "
"8084",423.118460526316,1.53,"11-25 books "
"8085",657.459765789474,0.67,"More than 500 books"
"8086",457.600789473684,0.63,"26-100 books "
"8087",640.999584210526,2.61,"201-500 books "
"8088",555.525536842105,3.38,"201-500 books "
"8089",468.305036842105,1.4,"26-100 books "
"8090",403.222752631579,2.94,"0-10 books "
"8091",378.969094736842,2.23,"0-10 books "
"8092",458.474028947368,2.43,"101-200 books "
"8093",488.061352631579,1.56,"26-100 books "
"8094",420.269178947368,0.8,"11-25 books "
"8095",443.879192105263,-0.37,"0-10 books "
"8096",365.714871052632,1.62,"0-10 books "
"8097",526.479368421053,3.9,"101-200 books "
"8098",547.281094736842,3.14,"More than 500 books"
"8099",354.58425,-0.71,"26-100 books "
"8100",401.828857894737,-1.71,"More than 500 books"
"8101",375.2671,0.53,"26-100 books "
"8102",404.448552631579,1.35,"0-10 books "
"8103",465.878026315789,1.92,"11-25 books "
"8104",627.040197368421,5.08,"26-100 books "
"8105",530.595444736842,2.72,"101-200 books "
"8106",403.8828,-0.29,"26-100 books "
"8107",417.403507894737,0.75,"26-100 books "
"8108",452.677089473684,-0.33,"0-10 books "
"8109",599.625702631579,2.16,"26-100 books "
"8110",479.948094736842,-0.61,"0-10 books "
"8111",421.331007894737,2.16,"26-100 books "
"8112",353.575734210526,0.83,"0-10 books "
"8113",395.548165789474,-0.04,"0-10 books "
"8114",558.973355263158,1.35,"201-500 books "
"8115",558.001742105263,3.46,"201-500 books "
"8116",470.264665789474,1.17,"101-200 books "
"8117",648.063313157895,2.05,"101-200 books "
"8118",534.223644736842,2.15,"26-100 books "
"8119",412.155928947368,1.61,"101-200 books "
"8120",550.622334210526,2.78,"101-200 books "
"8121",637.71985,2.3,"101-200 books "
"8122",322.988084210526,0.9,"0-10 books "
"8123",543.755378947368,1.64,"26-100 books "
"8124",430.989826315789,-0.97,"0-10 books "
"8125",323.664531578947,2.43,"26-100 books "
"8126",439.767223684211,2.04,"26-100 books "
"8127",451.574276315789,1.58,"0-10 books "
"8128",402.132242105263,0.4,"26-100 books "
"8129",597.219192105263,2.72,"More than 500 books"
"8130",667.635144736842,1.58,"26-100 books "
"8131",363.123865789474,2.69,"11-25 books "
"8132",446.72435,1.39,"26-100 books "
"8133",528.258628947368,1.87,"101-200 books "
"8134",625.748807894737,2.57,"101-200 books "
"8135",484.720123684211,2.43,"26-100 books "
"8136",537.946147368421,2.43,"26-100 books "
"8137",326.587589473684,0.94,"11-25 books "
"8138",401.730478947368,1.71,"More than 500 books"
"8139",506.862439473684,0.91,"11-25 books "
"8140",460.798539473684,0.9,"26-100 books "
"8141",558.809371052632,2.76,"201-500 books "
"8142",381.719965789474,3.42,"0-10 books "
"8143",537.327102631579,2.98,"201-500 books "
"8144",394.789726315789,1.42,"0-10 books "
"8145",537.154918421053,2.48,"0-10 books "
"8146",464.299657894737,0.23,"11-25 books "
"8147",554.734289473684,3.82,"201-500 books "
"8148",372.266136842105,3.24,"0-10 books "
"8149",613.039821052632,1.63,"26-100 books "
"8150",400.693244736842,0.43,"11-25 books "
"8151",411.479489473684,0.9,"201-500 books "
"8152",393.969789473684,-0.04,"0-10 books "
"8153",522.95365,1.52,"101-200 books "
"8154",647.161389473684,1.8,"26-100 books "
"8155",506.829642105263,1.18,"26-100 books "
"8156",325.324905263158,-2.34,"11-25 books "
"8157",497.142126315789,1.06,"0-10 books "
"8158",558.079636842105,1.53,"11-25 books "
"8159",530.230568421053,0.71,"11-25 books "
"8160",539.184252631579,1.5,"101-200 books "
"8161",379.768531578947,-0.1,"26-100 books "
"8162",338.583242105263,1.35,"0-10 books "
"8163",463.6847,2.73,"26-100 books "
"8164",365.108110526316,1.1,"More than 500 books"
"8165",432.5395,1.64,"11-25 books "
"8166",406.477886842105,3.42,"26-100 books "
"8167",650.998671052632,2.76,"101-200 books "
"8168",432.437,0.83,"0-10 books "
"8169",563.782278947368,1.17,"201-500 books "
"8170",556.591452631579,3.33,"101-200 books "
"8171",427.619897368421,3.83,"0-10 books "
"8172",487.4956,1.92,"11-25 books "
"8173",520.161776315789,3.85,"26-100 books "
"8174",527.246007894737,0.94,"11-25 books "
"8175",397.766078947368,1.6,"26-100 books "
"8176",426.873755263158,3.16,"201-500 books "
"8177",471.2732,2.43,"0-10 books "
"8178",430.862723684211,-1.09,"26-100 books "
"8179",323.024981578947,-0.04,"0-10 books "
"8180",535.765121052632,0.95,"101-200 books "
"8181",500.425944736842,0.2,"0-10 books "
"8182",403.304744736842,0.53,"0-10 books "
"8183",567.090705263158,3.18,"101-200 books "
"8184",278.240181578947,3.93,"11-25 books "
"8185",377.956465789474,1.55,"26-100 books "
"8186",513.909786842105,2.46,"11-25 books "
"8187",470.859128947368,1.65,"11-25 books "
"8188",443.108452631579,1.38,"0-10 books "
"8189",526.557257894737,1.46,"11-25 books "
"8190",505.997407894737,1.44,"26-100 books "
"8191",557.944336842105,0.12,"201-500 books "
"8192",411.204818421053,0.2,"0-10 books "
"8193",416.112118421053,-0.04,"11-25 books "
"8194",398.118671052632,3.2,"0-10 books "
"8195",699.891360526316,1.05,"201-500 books "
"8196",532.075410526316,1.86,"26-100 books "
"8197",304.404268421053,2.52,"0-10 books "
"8198",733.402071052632,1.34,"201-500 books "
"8199",408.544123684211,0.65,"0-10 books "
"8200",482.047136842105,1.88,"201-500 books "
"8201",652.314671052632,2.02,"201-500 books "
"8202",500.499752631579,1.64,"26-100 books "
"8203",539.409736842105,0.92,"26-100 books "
"8204",566.307663157895,2.43,"More than 500 books"
"8205",409.905226315789,2.35,"11-25 books "
"8206",544.628615789474,2.32,"201-500 books "
"8207",532.059010526316,2.16,"26-100 books "
"8208",366.690578947368,-0.24,"11-25 books "
"8209",449.335852631579,2.37,"101-200 books "
"8210",638.830852631579,0.84,"26-100 books "
"8211",413.307939473684,2.45,"0-10 books "
"8212",390.899134210526,2.04,"11-25 books "
"8213",368.125471052632,-0.04,"11-25 books "
"8214",465.369663157895,1.6,"0-10 books "
"8215",691.081165789474,1.71,"201-500 books "
"8216",527.537076315789,2.51,"26-100 books "
"8217",447.228626315789,-0.04,"0-10 books "
"8218",476.274794736842,1.35,"26-100 books "
"8219",348.537231578947,-0.21,"0-10 books "
"8220",664.634189473684,1.81,"26-100 books "
"8221",407.219928947368,2.73,"More than 500 books"
"8222",376.656889473684,1.27,"26-100 books "
"8223",426.344894736842,1.39,"11-25 books "
"8224",552.774657894737,0.46,"0-10 books "
"8225",427.689589473684,1.28,"26-100 books "
"8226",600.9048,1.78,"101-200 books "
"8227",386.188626315789,2.05,"0-10 books "
"8228",620.460231578947,2.22,"11-25 books "
"8229",463.901994736842,1.78,"26-100 books "
"8230",460.974818421053,2.7,"201-500 books "
"8231",632.546057894737,2.42,"101-200 books "
"8232",489.623323684211,1.33,"11-25 books "
"8233",538.052731578947,0.74,"0-10 books "
"8234",626.076781578947,1.89,"201-500 books "
"8235",497.056028947368,3.84,"201-500 books "
"8236",441.411184210526,1.83,"26-100 books "
"8237",550.622334210526,3.78,"101-200 books "
"8238",447.450018421053,2.44,"More than 500 books"
"8239",281.191936842105,-0.61,"11-25 books "
"8240",678.782152631579,2.13,"More than 500 books"
"8241",345.142707894737,-0.12,"11-25 books "
"8242",372.262034210526,1.3,"26-100 books "
"8243",352.099847368421,1.1,"101-200 books "
"8244",397.704597368421,0.69,"0-10 books "
"8245",427.939668421053,1.12,"26-100 books "
"8246",465.845226315789,1.02,"26-100 books "
"8247",465.025289473684,-1.42,"11-25 books "
"8248",413.312036842105,-0.97,"0-10 books "
"8249",650.256639473684,1.34,"11-25 books "
"8250",478.615702631579,0.63,"201-500 books "
"8251",624.137636842105,1.07,"26-100 books "
"8252",416.132618421053,1.78,"0-10 books "
"8253",537.872344736842,0.16,"11-25 books "
"8254",393.645923684211,0.75,"0-10 books "
"8255",525.651221052632,2.15,"26-100 books "
"8256",355.666576315789,1.42,"11-25 books "
"8257",369.703842105263,1.2,"0-10 books "
"8258",449.811410526316,-0.97,"11-25 books "
"8259",544.460515789474,1.77,"0-10 books "
"8260",559.465315789474,2.48,"201-500 books "
"8261",418.207052631579,0.74,"0-10 books "
"8262",516.373673684211,-1.12,"0-10 books "
"8263",257.9263,2.99,"0-10 books "
"8264",439.611428947368,0.94,"0-10 books "
"8265",628.434092105263,0.49,"11-25 books "
"8266",415.025705263158,1.51,"11-25 books "
"8267",622.247678947368,1.96,"101-200 books "
"8268",663.502684210526,1.65,"26-100 books "
"8269",504.706015789474,1.24,"11-25 books "
"8270",584.489715789474,1.67,"101-200 books "
"8271",340.784763157895,1.35,"0-10 books "
"8272",460.806734210526,1.28,"11-25 books "
"8273",405.182402631579,2.44,"11-25 books "
"8274",525.507752631579,3.38,"26-100 books "
"8275",600.00697368421,1.42,"201-500 books "
"8276",456.083913157895,1.71,"11-25 books "
"8277",454.579331578947,1.6,"0-10 books "
"8278",364.087286842105,0.88,"0-10 books "
"8279",523.121728947368,0.68,"201-500 books "
"8280",458.732302631579,1.36,"0-10 books "
"8281",390.345678947368,0.53,"0-10 books "
"8282",509.732205263158,1.11,"0-10 books "
"8283",546.600547368421,1.83,"101-200 books "
"8284",498.515510526316,2.85,"26-100 books "
"8285",552.905842105263,1.42,"11-25 books "
"8286",390.591663157895,0.8,"11-25 books "
"8287",543.759476315789,2.17,"101-200 books "
"8288",489.328142105263,1.83,"11-25 books "
"8289",349.107097368421,1.17,"101-200 books "
"8290",424.233568421053,-0.04,"11-25 books "
"8291",459.011076315789,1.6,"26-100 books "
"8292",477.627686842105,0.43,"0-10 books "
"8293",429.177778947368,0.03,"201-500 books "
"8294",678.552568421053,0.3,"101-200 books "
"8295",452.254813157895,0.59,"26-100 books "
"8296",412.028847368421,3.79,"101-200 books "
"8297",462.704886842105,2.73,"26-100 books "
"8298",431.145615789474,1.37,"101-200 books "
"8299",434.031773684211,3.14,"201-500 books "
"8300",257.188363157895,1.06,"26-100 books "
"8301",422.044344736842,1.41,"0-10 books "
"8302",432.559997368421,3.15,"11-25 books "
"8303",264.079915789474,-0.13,"11-25 books "
"8304",427.189434210526,1.86,"0-10 books "
"8305",406.90015,2.17,"11-25 books "
"8306",613.101321052632,1.61,"201-500 books "
"8307",395.244781578947,2.31,"26-100 books "
"8308",414.398455263158,0.84,"26-100 books "
"8309",594.599505263158,3,"26-100 books "
"8310",637.371378947368,0.4,"26-100 books "
"8311",385.061207894737,2.78,"11-25 books "
"8312",579.016652631579,1.95,"201-500 books "
"8313",400.143894736842,-2.04,"0-10 books "
"8314",361.110936842105,1.25,"11-25 books "
"8315",455.56735,0.92,"0-10 books "
"8316",552.3032,3.15,"26-100 books "
"8317",319.769844736842,1.16,"101-200 books "
"8318",382.667,0.32,"26-100 books "
"8319",531.940121052632,2.43,"26-100 books "
"8320",460.413171052632,2.65,"26-100 books "
"8321",444.29325,1.97,"201-500 books "
"8322",483.207339473684,2.04,"201-500 books "
"8323",437.696881578947,2.16,"26-100 books "
"8324",494.022273684211,0.88,"More than 500 books"
"8325",177.535847368421,0.15,"0-10 books "
"8326",452.882071052632,2.13,"26-100 books "
"8327",647.833739473684,1.58,"26-100 books "
"8328",484.187155263158,1.44,"11-25 books "
"8329",560.834607894737,0.99,"0-10 books "
"8330",576.843821052632,2.11,"201-500 books "
"8331",473.298431578947,2.27,"101-200 books "
"8332",550.031971052632,2.17,"201-500 books "
"8333",621.866413157895,2.01,"More than 500 books"
"8334",339.206389473684,-0.66,"0-10 books "
"8335",529.361439473684,1.86,"11-25 books "
"8336",554.029160526316,3.7,"201-500 books "
"8337",419.141776315789,1.11,"0-10 books "
"8338",368.289457894737,1.77,"26-100 books "
"8339",379.256076315789,0.63,"11-25 books "
"8340",630.938989473684,0.96,"101-200 books "
"8341",483.281128947368,2.51,"11-25 books "
"8342",355.752655263158,-0.19,"0-10 books "
"8343",428.120055263158,2.92,"26-100 books "
"8344",371.712671052632,0.9,"11-25 books "
"8345",568.337015789474,1.89,"201-500 books "
"8346",327.456728947368,1.86,"0-10 books "
"8347",626.076778947368,0.81,"201-500 books "
"8348",252.613126315789,3.36,"0-10 books "
"8349",462.438402631579,0.43,"26-100 books "
"8350",668.51247631579,1.83,"26-100 books "
"8351",310.98015,0.83,"More than 500 books"
"8352",528.422615789474,2.16,"101-200 books "
"8353",330.158413157895,0.37,"0-10 books "
"8354",632.562463157895,3.42,"101-200 books "
"8355",288.56725,3.36,"101-200 books "
"8356",380.957431578947,2.23,"26-100 books "
"8357",427.673194736842,2.98,"0-10 books "
"8358",573.035234210526,2.72,"26-100 books "
"8359",473.077042105263,2.73,"201-500 books "
"8360",465.964115789474,2.77,"201-500 books "
"8361",341.043042105263,3.18,"11-25 books "
"8362",332.487026315789,1.52,"11-25 books "
"8363",491.587057894737,1.18,"201-500 books "
"8364",433.166752631579,1.38,"101-200 books "
"8365",519.809202631579,1.89,"101-200 books "
"8366",443.801292105263,2.45,"101-200 books "
"8367",485.872118421053,2.31,"101-200 books "
"8368",498.519605263158,1.96,"11-25 books "
"8369",654.901571052632,1.7,"201-500 books "
"8370",323.316055263158,-0.0899999999999999,"26-100 books "
"8371",386.840465789474,2.15,"11-25 books "
"8372",399.635542105263,0.53,"26-100 books "
"8373",565.955102631579,1.44,"26-100 books "
"8374",418.530918421053,1.12,"11-25 books "
"8375",484.904597368421,0.9,"11-25 books "
"8376",554.373528947368,1.48,"101-200 books "
"8377",586.826515789474,3.24,"More than 500 books"
"8378",618.143915789474,1.58,"201-500 books "
"8379",619.763286842105,1.16,"26-100 books "
"8380",474.343844736842,2.19,"101-200 books "
"8381",377.599813157895,2.76,"26-100 books "
"8382",651.81862368421,2.3,"201-500 books "
"8383",434.027681578947,1.88,"101-200 books "
"8384",567.414578947368,2.43,"201-500 books "
"8385",588.019531578947,2.05,"201-500 books "
"8386",504.669115789474,2.16,"11-25 books "
"8387",596.85842368421,1.5,"More than 500 books"
"8388",377.6859,1.11,"0-10 books "
"8389",343.129765789474,1,"More than 500 books"
"8390",389.931607894737,1.62,"11-25 books "
"8391",370.790247368421,0.6,"0-10 books "
"8392",407.838978947368,2.05,"11-25 books "
"8393",483.281131578947,1.18,"26-100 books "
"8394",466.144497368421,1.39,"26-100 books "
"8395",648.645468421053,1.64,"201-500 books "
"8396",344.367868421053,1.49,"26-100 books "
"8397",441.259505263158,1.61,"26-100 books "
"8398",476.295292105263,0.91,"26-100 books "
"8399",422.794578947368,2.94,"More than 500 books"
"8400",430.649552631579,1.89,"0-10 books "
"8401",484.646326315789,3.85,"26-100 books "
"8402",579.566013157895,1.4,"101-200 books "
"8403",436.704768421053,0.31,"26-100 books "
"8404",416.058831578947,2.76,"11-25 books "
"8405",420.236389473684,1.42,"11-25 books "
"8406",444.153873684211,1.08,"11-25 books "
"8407",324.209789473684,0.65,"11-25 books "
"8408",377.005355263158,4.96,"101-200 books "
"8409",356.605386842105,1.85,"101-200 books "
"8410",420.498765789474,1.72,"0-10 books "
"8411",527.188610526316,2.16,"26-100 books "
"8412",590.8606,1.88,"26-100 books "
"8413",502.586481578947,1.95,"11-25 books "
"8414",399.012397368421,1.56,"26-100 books "
"8415",418.805597368421,2.17,"0-10 books "
"8416",635.842194736842,1.18,"101-200 books "
"8417",377.743292105263,0.16,"26-100 books "
"8418",483.982171052632,2.15,"201-500 books "
"8419",482.403797368421,2.59,"0-10 books "
"8420",578.659989473684,0.73,"101-200 books "
"8421",494.251857894737,3.19,"More than 500 books"
"8422",442.415613157895,2.59,"26-100 books "
"8423",546.334073684211,2.43,"26-100 books "
"8424",397.376613157895,2.22,"11-25 books "
"8425",372.102136842105,1.58,"0-10 books "
"8426",612.146097368421,3.84,"More than 500 books"
"8427",421.995152631579,2.81,"0-10 books "
"8428",504.628105263158,2.16,"26-100 books "
"8429",360.709171052632,5.03,"201-500 books "
"8430",409.79862368421,1.49,"26-100 books "
"8431",379.432355263158,1.28,"11-25 books "
"8432",446.999039473684,2.15,"101-200 books "
"8433",506.2024,3.2,"11-25 books "
"8434",383.696028947368,0.65,"11-25 books "
"8435",313.107881578947,-0.45,"11-25 books "
"8436",534.965678947368,2.44,"201-500 books "
"8437",587.043807894737,2.78,"11-25 books "
"8438",377.054555263158,0.31,"11-25 books "
"8439",453.246934210526,1.81,"26-100 books "
"8440",609.079542105263,0.97,"101-200 books "
"8441",325.472486842105,0.71,"0-10 books "
"8442",398.278539473684,1.16,"11-25 books "
"8443",352.386834210526,2.22,"0-10 books "
"8444",351.837476315789,1.27,"11-25 books "
"8445",493.739397368421,3.44,"101-200 books "
"8446",555.894510526316,2.14,"101-200 books "
"8447",442.702592105263,2.73,"0-10 books "
"8448",694.463397368421,2.57,"26-100 books "
"8449",350.050010526316,0.03,"0-10 books "
"8450",485.945918421053,0.0800000000000001,"0-10 books "
"8451",463.951184210526,0.97,"11-25 books "
"8452",456.104410526316,2.92,"201-500 books "
"8453",395.445678947368,0.33,"26-100 books "
"8454",348.073976315789,0.97,"0-10 books "
"8455",457.928771052632,1.36,"11-25 books "
"8456",492.411094736842,4.89,"101-200 books "
"8457",373.664121052632,1.36,"0-10 books "
"8458",449.540847368421,1.2,"26-100 books "
"8459",637.719847368421,3.9,"101-200 books "
"8460",544.911489473684,2.84,"101-200 books "
"8461",322.656021052632,1.11,"0-10 books "
"8462",509.683007894737,2.44,"11-25 books "
"8463",410.405376315789,0.67,"101-200 books "
"8464",623.653876315789,1.18,"101-200 books "
